state,region,facility,ward,role_qualifier,item_label,delivery,required,source_row,raw_type,flags
VIC,ALBURY WODONGA,ALBURY WODONGA,,,OVA,individual,True,35,√,
VIC,ALBURY WODONGA,ALBURY WODONGA,,,MM,individual,True,36,√,
VIC,ALPINE HEALTH,,,,ICT Request Form,individual,True,47,√,
VIC,ALPINE HEALTH,,,,Immunisation Status Form,individual,True,48,√,
VIC,ALPINE HEALTH,,,,"Immunisations (Hep B, Varicella, MMR (serology), dTpa, Flu, 3 x COVID)",individual,True,49,√,
VIC,ALPINE HEALTH,,,,TB within past 12 mths - can be QuantiFERON or Mantoux,individual,True,50,√,
VIC,ALPINE HEALTH,,,Urgent Care Only,Hep A (serology),individual,True,51,√,
VIC,ALPINE HEALTH,,,,Photo,individual,True,52,√,
VIC,ALPINE HEALTH,,,,VIC WWCC Application Number - must finalise within 5 days of arrival to VIC (instructions saved in VIC > 01 Working with Children Check),individual,True,53,√,
VIC,ALPINE HEALTH,,,,BLS,individual,True,55,√,
VIC,ALPINE HEALTH,,,,MH,individual,True,56,√,
VIC,ALPINE HEALTH,,,,HH,individual,True,57,√,
VIC,ALPINE HEALTH,,,,Fire,individual,True,58,√,
VIC,ALPINE HEALTH,,,,IPC,individual,True,59,√,
VIC,ALPINE HEALTH,,,,OVA,individual,True,60,√,
VIC,ALPINE HEALTH,,,,MM,individual,True,61,√,
VIC,GREAT OCEAN ROAD HEALTH - APOLLO BAY (Otway Health),GREAT OCEAN ROAD HEALTH - APOLLO BAY (Otway Health),,,CRC within last 2 years,individual,True,68,√,
VIC,GREAT OCEAN ROAD HEALTH - APOLLO BAY (Otway Health),GREAT OCEAN ROAD HEALTH - APOLLO BAY (Otway Health),,,VIC WWCC Application Number - must finalise within 5 days of arrival to VIC (instructions saved in VIC > 01 Working with Children Check),individual,True,69,√,
VIC,GREAT OCEAN ROAD HEALTH - APOLLO BAY (Otway Health),GREAT OCEAN ROAD HEALTH - APOLLO BAY (Otway Health),,,NDIS Receipt,individual,True,70,√,
VIC,GREAT OCEAN ROAD HEALTH - APOLLO BAY (Otway Health),GREAT OCEAN ROAD HEALTH - APOLLO BAY (Otway Health),,,Photo ID,individual,True,71,√,
VIC,GREAT OCEAN ROAD HEALTH - APOLLO BAY (Otway Health),GREAT OCEAN ROAD HEALTH - APOLLO BAY (Otway Health),,,BLS,individual,True,73,√,
VIC,GREAT OCEAN ROAD HEALTH - APOLLO BAY (Otway Health),GREAT OCEAN ROAD HEALTH - APOLLO BAY (Otway Health),,,MH,individual,True,74,√,
VIC,GREAT OCEAN ROAD HEALTH - APOLLO BAY (Otway Health),GREAT OCEAN ROAD HEALTH - APOLLO BAY (Otway Health),,,HH,individual,True,75,√,
VIC,GREAT OCEAN ROAD HEALTH - APOLLO BAY (Otway Health),GREAT OCEAN ROAD HEALTH - APOLLO BAY (Otway Health),,,Fire,individual,True,76,√,
VIC,GREAT OCEAN ROAD HEALTH - APOLLO BAY (Otway Health),GREAT OCEAN ROAD HEALTH - APOLLO BAY (Otway Health),,,IPC,individual,True,77,√,
VIC,GREAT OCEAN ROAD HEALTH - APOLLO BAY (Otway Health),GREAT OCEAN ROAD HEALTH - APOLLO BAY (Otway Health),,,OVA,individual,True,78,√,
VIC,GREAT OCEAN ROAD HEALTH - APOLLO BAY (Otway Health),GREAT OCEAN ROAD HEALTH - APOLLO BAY (Otway Health),,,MM,individual,True,79,√,
VIC,BAIRNSDALE,BAIRNSDALE,,,"CRC within last 2 years - only send details to facility (Provider, Reference Number, Issue Date)",individual,True,87,√,
VIC,BAIRNSDALE,BAIRNSDALE,,,3 x COVID,individual,True,88,√,
VIC,BAIRNSDALE,BAIRNSDALE,,,Pre-employment Health Declaration,individual,True,89,√,
VIC,BAIRNSDALE,BAIRNSDALE,,,Staff Immunisation Questionairre,individual,True,90,√,
VIC,BAIRNSDALE,BAIRNSDALE,,,Hep B (Serology AND Doses - will accept stat dec),individual,True,92,√,
VIC,BAIRNSDALE,BAIRNSDALE,,,MMR (Serology or Doses),individual,True,93,√,
VIC,BAIRNSDALE,BAIRNSDALE,,,Varicella (Serology or Doses),individual,True,94,√,
VIC,BAIRNSDALE,BAIRNSDALE,,,Pertussis or dTpa,individual,True,95,√,
VIC,BAIRNSDALE,BAIRNSDALE,,,Annual Flu,individual,True,96,√,
VIC,BAIRNSDALE,BAIRNSDALE,,,TB QuantiFERON (if on file),individual,True,97,√,
VIC,BAIRNSDALE,BAIRNSDALE,,,Agency Staff Commencement Record,individual,True,98,√,
VIC,BAIRNSDALE,BAIRNSDALE,,,Position Description,individual,True,99,√,
VIC,BAIRNSDALE,BAIRNSDALE,,,Stat Dec,individual,True,100,√,
VIC,BAIRNSDALE,BAIRNSDALE,,,VIC WWCC Application Number - must finalise within 5 days of arrival to VIC (instructions saved in VIC > 01 Working with Children Check),individual,True,101,√,
VIC,BAIRNSDALE,BAIRNSDALE,,,Photo ID,individual,True,102,√,
VIC,BAIRNSDALE,BAIRNSDALE,,Maternity Only,FSEP (Level 2 or above),individual,True,104,√,
VIC,BAIRNSDALE,BAIRNSDALE,,Maternity Only,Neonatal Resus,individual,True,105,√,
VIC,BAIRNSDALE,BAIRNSDALE,,Maternity Only,"PROMPT from last 12 months (won't accept other Obstetric Emergency certificates, may be able to complete onsite)",individual,True,106,√,
VIC,BAIRNSDALE,BAIRNSDALE,,,BLS,individual,True,108,√,
VIC,BAIRNSDALE,BAIRNSDALE,,,MH,individual,True,109,√,
VIC,BAIRNSDALE,BAIRNSDALE,,,HH,individual,True,110,√,
VIC,BAIRNSDALE,BAIRNSDALE,,,Fire,individual,True,111,√,
VIC,BAIRNSDALE,BAIRNSDALE,,,IPC,individual,True,112,√,
VIC,BAIRNSDALE,BAIRNSDALE,,,OVA,individual,True,113,√,
VIC,BAIRNSDALE,BAIRNSDALE,,,MM,individual,True,114,√,
VIC,BENALLA,BENALLA,,Maternity Only,FSEP (Level 2 or above),individual,True,122,√,
VIC,BENALLA,BENALLA,,Maternity Only,Obstetric Emergencies,individual,True,123,√,
VIC,BENALLA,BENALLA,,Maternity Only,Neonatal Resus,individual,True,124,√,
VIC,BENALLA,BENALLA,,,BLS,individual,True,126,√,
VIC,BENALLA,BENALLA,,,MH,individual,True,127,√,
VIC,BENALLA,BENALLA,,,HH,individual,True,128,√,
VIC,BENALLA,BENALLA,,,Fire,individual,True,129,√,
VIC,BENALLA,BENALLA,,,IPC,individual,True,130,√,
VIC,BENALLA,BENALLA,,,OVA,individual,True,131,√,
VIC,BENALLA,BENALLA,,,MM,individual,True,132,√,
VIC,BENDIGO,BENDIGO,,,CRC within last 2 years,individual,True,139,√,
VIC,BENDIGO,BENDIGO,,,Photo for ID Card,individual,True,140,√,
VIC,BENDIGO,BENDIGO,,,Photo ID,individual,True,141,√,
VIC,BENDIGO,BENDIGO,,,3 x COVID,individual,True,142,√,
VIC,BENDIGO,BENDIGO,,,Annual Flu (during flu season),individual,True,143,√,
VIC,BENDIGO,BENDIGO,,,All Clinical Areas (Except Aged Care) - VIC WWCC Application Number - must finalise within 5 days of arrival to VIC (instructions saved in VIC > 01 Working with Children Check),individual,True,144,√,
VIC,BENDIGO,BENDIGO,,Aged Care Only,NDIS,individual,True,145,√,
VIC,BENDIGO,BENDIGO,,Maternity Only,FSEP (Level 2 or above),individual,True,147,√,
VIC,BENDIGO,BENDIGO,,Maternity Only,Obstetric Emergencies,individual,True,148,√,
VIC,BENDIGO,BENDIGO,,Maternity Only,Neonatal Resus,individual,True,149,√,
VIC,BENDIGO,BENDIGO,,,BLS,individual,True,151,√,
VIC,BENDIGO,BENDIGO,,,MH,individual,True,152,√,
VIC,BENDIGO,BENDIGO,,,HH,individual,True,153,√,
VIC,BENDIGO,BENDIGO,,,Fire,individual,True,154,√,
VIC,BENDIGO,BENDIGO,,,IPC,individual,True,155,√,
VIC,BENDIGO,BENDIGO,,,OVA,individual,True,156,√,
VIC,BENDIGO,BENDIGO,,,MM,individual,True,157,√,
VIC,CASTERTON,CASTERTON,,,3 x COVID Doses,individual,True,163,√,
VIC,CASTERTON,CASTERTON,,,Photo ID,individual,True,164,√,
VIC,CASTERTON,CASTERTON,,,Flu,individual,True,165,√,
VIC,CASTERTON,CASTERTON,,,VIC WWCC Application Number - must finalise within 5 days of arrival to VIC (instructions saved in VIC > 01 Working with Children Check),individual,True,166,√,
VIC,CASTERTON,CASTERTON,,,Send BESTmed Zoom training information to nurse - scheduled 1pm-2pm on the second Friday each month,individual,True,167,√,
VIC,CASTERTON,CASTERTON,,,BLS,individual,True,169,√,
VIC,CASTERTON,CASTERTON,,,MH,individual,True,170,√,
VIC,CASTERTON,CASTERTON,,,HH,individual,True,171,√,
VIC,CASTERTON,CASTERTON,,,Fire,individual,True,172,√,
VIC,CASTERTON,CASTERTON,,,IPC,individual,True,173,√,
VIC,CASTERTON,CASTERTON,,,OVA,individual,True,174,√,
VIC,CASTERTON,CASTERTON,,,MM,individual,True,175,√,
VIC,CORRYONG HEALTH,CORRYONG HEALTH,,,VIC WWCC Application Number - must finalise within 5 days of arrival to VIC (instructions saved in VIC > 01 Working with Children Check),individual,True,181,√,
VIC,CORRYONG HEALTH,CORRYONG HEALTH,,,Photo ID,individual,True,182,√,
VIC,CORRYONG HEALTH,CORRYONG HEALTH,,,NDIS Receipt,individual,True,183,√,
VIC,CORRYONG HEALTH,CORRYONG HEALTH,,,BLS,individual,True,185,√,
VIC,CORRYONG HEALTH,CORRYONG HEALTH,,,MH,individual,True,186,√,
VIC,CORRYONG HEALTH,CORRYONG HEALTH,,,HH,individual,True,187,√,
VIC,CORRYONG HEALTH,CORRYONG HEALTH,,,Fire,individual,True,188,√,
VIC,CORRYONG HEALTH,CORRYONG HEALTH,,,IPC,individual,True,189,√,
VIC,CORRYONG HEALTH,CORRYONG HEALTH,,,OVA,individual,True,190,√,
VIC,CORRYONG HEALTH,CORRYONG HEALTH,,,MM,individual,True,191,√,
VIC,ECHUCA REGIONAL HEALTH,ECHUCA REGIONAL HEALTH,,,VIC WWCC Application Number - must finalise within 5 days of arrival to VIC (instructions saved in VIC > 01 Working with Children Check),individual,True,197,√,
VIC,ECHUCA REGIONAL HEALTH,ECHUCA REGIONAL HEALTH,,,Photo ID,individual,True,198,√,
VIC,ECHUCA REGIONAL HEALTH,ECHUCA REGIONAL HEALTH,,,BLS,individual,True,200,√,
VIC,ECHUCA REGIONAL HEALTH,ECHUCA REGIONAL HEALTH,,,MH,individual,True,201,√,
VIC,ECHUCA REGIONAL HEALTH,ECHUCA REGIONAL HEALTH,,,HH,individual,True,202,√,
VIC,ECHUCA REGIONAL HEALTH,ECHUCA REGIONAL HEALTH,,,Fire,individual,True,203,√,
VIC,ECHUCA REGIONAL HEALTH,ECHUCA REGIONAL HEALTH,,,IPC,individual,True,204,√,
VIC,ECHUCA REGIONAL HEALTH,ECHUCA REGIONAL HEALTH,,,OVA,individual,True,205,√,
VIC,ECHUCA REGIONAL HEALTH,ECHUCA REGIONAL HEALTH,,,MM,individual,True,206,√,
VIC,GOULBURN VALLEY HEALTH,,,,Stat Dec,individual,True,218,√,
VIC,GOULBURN VALLEY HEALTH,,,,CRC within last 6 months,individual,True,219,√,
VIC,GOULBURN VALLEY HEALTH,,,,Photo ID,individual,True,220,√,
VIC,GOULBURN VALLEY HEALTH,,,,Pre-Existing Injury Declaration,individual,True,221,√,
VIC,GOULBURN VALLEY HEALTH,,,,"Proof of work rights (Australian Passport, Australian Birth Certificate, Australian Citizenship Certificate or Visa)",individual,True,222,√,
VIC,GOULBURN VALLEY HEALTH,,,,Flu vaccination,individual,True,223,√,
VIC,GOULBURN VALLEY HEALTH,,,,VIC WWCC Application Number - must finalise within 5 days of arrival to VIC (instructions saved in VIC > 01 Working with Children Check),individual,True,224,√,
VIC,GRAMPIANS HEALTH - BALLARAT,GRAMPIANS HEALTH - BALLARAT,,,Immunisations & Immunisation Checklist,individual,True,231,√,
VIC,GRAMPIANS HEALTH - BALLARAT,GRAMPIANS HEALTH - BALLARAT,,,Health & Capacity Declaration,individual,True,232,√,
VIC,GRAMPIANS HEALTH - BALLARAT,GRAMPIANS HEALTH - BALLARAT,,,Stat Dec for New Employees - can be signed by another RN,individual,True,233,√,
VIC,GRAMPIANS HEALTH - BALLARAT,GRAMPIANS HEALTH - BALLARAT,,,AHPRA registration,individual,True,234,√,
VIC,GRAMPIANS HEALTH - BALLARAT,GRAMPIANS HEALTH - BALLARAT,,,CRC - last 12 months,individual,True,235,√,
VIC,GRAMPIANS HEALTH - BALLARAT,GRAMPIANS HEALTH - BALLARAT,,,VIC WWCC Application Number - must finalise within 5 days of arrival to VIC (instructions saved in VIC > 01 Working with Children Check),individual,True,236,√,
VIC,GRAMPIANS HEALTH - BALLARAT,GRAMPIANS HEALTH - BALLARAT,,,CV,individual,True,237,√,
VIC,GRAMPIANS HEALTH - BALLARAT,GRAMPIANS HEALTH - BALLARAT,,,Email & phone number,individual,True,238,√,
VIC,GRAMPIANS HEALTH - BALLARAT,GRAMPIANS HEALTH - BALLARAT,,,Medical indemnity,individual,True,239,√,
VIC,GRAMPIANS HEALTH - BALLARAT,GRAMPIANS HEALTH - BALLARAT,,,2 x reference checks,individual,True,240,√,
VIC,GRAMPIANS HEALTH - BALLARAT,GRAMPIANS HEALTH - BALLARAT,,,"100 points of ID (e.g. passport + licence, birth cert + passport, birth cert + licence)",individual,True,241,√,
VIC,GRAMPIANS HEALTH - BALLARAT,GRAMPIANS HEALTH - BALLARAT,,,3 x COVID Doses,individual,True,242,√,
VIC,GRAMPIANS HEALTH - BALLARAT,GRAMPIANS HEALTH - BALLARAT,,Maternity Only,FSEP (Level 2 or above),individual,True,244,√,
VIC,GRAMPIANS HEALTH - BALLARAT,GRAMPIANS HEALTH - BALLARAT,,Maternity Only,Obstetric Emergencies,individual,True,245,√,
VIC,GRAMPIANS HEALTH - BALLARAT,GRAMPIANS HEALTH - BALLARAT,,Maternity Only,Neonatal Resus,individual,True,246,√,
VIC,GRAMPIANS HEALTH - BALLARAT,GRAMPIANS HEALTH - BALLARAT,,,BLS,individual,True,248,√,
VIC,GRAMPIANS HEALTH - BALLARAT,GRAMPIANS HEALTH - BALLARAT,,,MH,individual,True,249,√,
VIC,GRAMPIANS HEALTH - BALLARAT,GRAMPIANS HEALTH - BALLARAT,,,HH,individual,True,250,√,
VIC,GRAMPIANS HEALTH - BALLARAT,GRAMPIANS HEALTH - BALLARAT,,,Fire,individual,True,251,√,
VIC,GRAMPIANS HEALTH - BALLARAT,GRAMPIANS HEALTH - BALLARAT,,,IPC,individual,True,252,√,
VIC,GRAMPIANS HEALTH - BALLARAT,GRAMPIANS HEALTH - BALLARAT,,,OVA,individual,True,253,√,
VIC,GRAMPIANS HEALTH - BALLARAT,GRAMPIANS HEALTH - BALLARAT,,,MM,individual,True,254,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,,CV with 2 x reference checks,individual,True,262,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,,Health and Capacity Declaration,individual,True,263,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,,AHPRA,individual,True,264,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,,Email,individual,True,265,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,,Phone number,individual,True,266,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,,CRC within the last 12 months,individual,True,267,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,,Stat Dec,individual,True,268,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,,Indemnity Insurance (Saved in Compliance Files in Teams),individual,True,269,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,,Immunisation Screening Checklist,individual,True,270,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,,Hep B (Serology),individual,True,272,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,,dTpa,individual,True,273,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,,MMR (Doses or Serology),individual,True,274,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,,Varicella (Doses or Serology),individual,True,275,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,,COVID x 3,individual,True,276,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,,Annual Flu,individual,True,277,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,,VIC WWCC Application Number - must finalise within 5 days of arrival to VIC (instructions saved in VIC > 01 Working with Children Check),individual,True,278,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,,100 points of ID,individual,True,279,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,Maternity Only,FSEP (Level 2 or above),individual,True,281,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,Maternity Only,Obstetric Emergencies,individual,True,282,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,Maternity Only,Neonatal Resus,individual,True,283,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,,BLS,individual,True,285,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,,MH,individual,True,286,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,,HH,individual,True,287,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,,Fire,individual,True,288,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,,IPC,individual,True,289,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,,OVA,individual,True,290,√,
VIC,GRAMPIANS HEALTH - HORSHAM,GRAMPIANS HEALTH - HORSHAM,,,MM,individual,True,291,√,
VIC,GRAMPIANS HEALTH - STAWELL,GRAMPIANS HEALTH - STAWELL,,,AHPRA,individual,True,298,√,
VIC,GRAMPIANS HEALTH - STAWELL,GRAMPIANS HEALTH - STAWELL,,,VIC WWCC Application Number - must finalise within 5 days of arrival to VIC (instructions saved in VIC > 01 Working with Children Check),individual,True,299,√,
VIC,GRAMPIANS HEALTH - STAWELL,GRAMPIANS HEALTH - STAWELL,,,CRC,individual,True,300,√,
VIC,GRAMPIANS HEALTH - STAWELL,GRAMPIANS HEALTH - STAWELL,,,Indemnity Insurance - expiry Date,individual,True,301,√,
VIC,GRAMPIANS HEALTH - STAWELL,GRAMPIANS HEALTH - STAWELL,,,Hep B,individual,True,303,√,
VIC,GRAMPIANS HEALTH - STAWELL,GRAMPIANS HEALTH - STAWELL,,,MMR,individual,True,304,√,
VIC,GRAMPIANS HEALTH - STAWELL,GRAMPIANS HEALTH - STAWELL,,,Varicella,individual,True,305,√,
VIC,GRAMPIANS HEALTH - STAWELL,GRAMPIANS HEALTH - STAWELL,,,dTpa,individual,True,306,√,
VIC,GRAMPIANS HEALTH - STAWELL,GRAMPIANS HEALTH - STAWELL,,,Annual Flu,individual,True,307,√,
VIC,GRAMPIANS HEALTH - STAWELL,GRAMPIANS HEALTH - STAWELL,,,3 x COVID Doses,individual,True,308,√,
VIC,GRAMPIANS HEALTH - STAWELL,GRAMPIANS HEALTH - STAWELL,,,Privacy /Security Form,individual,True,309,√,
VIC,GRAMPIANS HEALTH - STAWELL,GRAMPIANS HEALTH - STAWELL,,,Financial Code of Practice,individual,True,310,√,
VIC,GRAMPIANS HEALTH - STAWELL,GRAMPIANS HEALTH - STAWELL,,,Computer/Email Declaration,individual,True,311,√,
VIC,GRAMPIANS HEALTH - STAWELL,GRAMPIANS HEALTH - STAWELL,,,Standards of Behaviour - Above Line Behaviours,individual,True,312,√,
VIC,GRAMPIANS HEALTH - STAWELL,GRAMPIANS HEALTH - STAWELL,,Maternity Only,FSEP (Level 2 or above),individual,True,314,√,
VIC,GRAMPIANS HEALTH - STAWELL,GRAMPIANS HEALTH - STAWELL,,Maternity Only,Obstetric Emergencies,individual,True,315,√,
VIC,GRAMPIANS HEALTH - STAWELL,GRAMPIANS HEALTH - STAWELL,,Maternity Only,Neonatal Resus,individual,True,316,√,
VIC,GRAMPIANS HEALTH - STAWELL,GRAMPIANS HEALTH - STAWELL,,,BLS,individual,True,318,√,
VIC,GRAMPIANS HEALTH - STAWELL,GRAMPIANS HEALTH - STAWELL,,,MH,individual,True,319,√,
VIC,GRAMPIANS HEALTH - STAWELL,GRAMPIANS HEALTH - STAWELL,,,HH,individual,True,320,√,
VIC,GRAMPIANS HEALTH - STAWELL,GRAMPIANS HEALTH - STAWELL,,,Fire,individual,True,321,√,
VIC,GRAMPIANS HEALTH - STAWELL,GRAMPIANS HEALTH - STAWELL,,,IPC,individual,True,322,√,
VIC,GRAMPIANS HEALTH - STAWELL,GRAMPIANS HEALTH - STAWELL,,,OVA,individual,True,323,√,
VIC,GRAMPIANS HEALTH - STAWELL,GRAMPIANS HEALTH - STAWELL,,,MM,individual,True,324,√,
VIC,HEYWOOD,HEYWOOD,,,Photo ID,individual,True,331,√,
VIC,HEYWOOD,HEYWOOD,,,Police Check,individual,True,332,√,
VIC,HEYWOOD,HEYWOOD,,,AHPRA,individual,True,333,√,
VIC,HEYWOOD,HEYWOOD,,,Hep B,individual,True,335,√,
VIC,HEYWOOD,HEYWOOD,,,MMR,individual,True,336,√,
VIC,HEYWOOD,HEYWOOD,,,Varicella,individual,True,337,√,
VIC,HEYWOOD,HEYWOOD,,,dTpa,individual,True,338,√,
VIC,HEYWOOD,HEYWOOD,,,BLS,individual,True,340,√,
VIC,HEYWOOD,HEYWOOD,,,MH,individual,True,341,√,
VIC,HEYWOOD,HEYWOOD,,,HH,individual,True,342,√,
VIC,HEYWOOD,HEYWOOD,,,Fire,individual,True,343,√,
VIC,HEYWOOD,HEYWOOD,,,IPC,individual,True,344,√,
VIC,HEYWOOD,HEYWOOD,,,OVA,individual,True,345,√,
VIC,HEYWOOD,HEYWOOD,,,MM,individual,True,346,√,
VIC,LATROBE REGIONAL HOSPITAL,LATROBE REGIONAL HOSPITAL,,,VIC WWCC Application Number - must finalise within 5 days of arrival to VIC (instructions saved in VIC > 01 Working with Children Check),individual,True,353,√,
VIC,LATROBE REGIONAL HOSPITAL,LATROBE REGIONAL HOSPITAL,,,CRC within last 2 years,individual,True,354,√,
VIC,LATROBE REGIONAL HOSPITAL,LATROBE REGIONAL HOSPITAL,,,3 x COVID Doses,individual,True,355,√,
VIC,LATROBE REGIONAL HOSPITAL,LATROBE REGIONAL HOSPITAL,,,Annual Flu,individual,True,356,√,
VIC,LATROBE REGIONAL HOSPITAL,LATROBE REGIONAL HOSPITAL,,,AHPRA Registration,individual,True,357,√,
VIC,LATROBE REGIONAL HOSPITAL,LATROBE REGIONAL HOSPITAL,,,100 points of ID,individual,True,358,√,
VIC,LATROBE REGIONAL HOSPITAL,LATROBE REGIONAL HOSPITAL,,Maternity Only,FSEP (Level 2 or above),individual,True,360,√,
VIC,LATROBE REGIONAL HOSPITAL,LATROBE REGIONAL HOSPITAL,,Maternity Only,Obstetric Emergencies,individual,True,361,√,
VIC,LATROBE REGIONAL HOSPITAL,LATROBE REGIONAL HOSPITAL,,Maternity Only,Neonatal Resus,individual,True,362,√,
VIC,LATROBE REGIONAL HOSPITAL,LATROBE REGIONAL HOSPITAL,,,BLS,individual,True,364,√,
VIC,LATROBE REGIONAL HOSPITAL,LATROBE REGIONAL HOSPITAL,,,MH,individual,True,365,√,
VIC,LATROBE REGIONAL HOSPITAL,LATROBE REGIONAL HOSPITAL,,,HH,individual,True,366,√,
VIC,LATROBE REGIONAL HOSPITAL,LATROBE REGIONAL HOSPITAL,,,Fire,individual,True,367,√,
VIC,LATROBE REGIONAL HOSPITAL,LATROBE REGIONAL HOSPITAL,,,IPC,individual,True,368,√,
VIC,LATROBE REGIONAL HOSPITAL,LATROBE REGIONAL HOSPITAL,,,OVA,individual,True,369,√,
VIC,LATROBE REGIONAL HOSPITAL,LATROBE REGIONAL HOSPITAL,,,MM,individual,True,370,√,
VIC,MALLEE TRACK HEALTH,MALLEE TRACK HEALTH,,,3 x COVID Doses,individual,True,376,√,
VIC,MALLEE TRACK HEALTH,MALLEE TRACK HEALTH,,,Photo ID,individual,True,377,√,
VIC,MALLEE TRACK HEALTH,MALLEE TRACK HEALTH,,,VIC WWCC Application Number - must finalise within 5 days of arrival to VIC (instructions saved in VIC > 01 Working with Children Check),individual,True,378,√,
VIC,MALLEE TRACK HEALTH,MALLEE TRACK HEALTH,,,BLS,individual,True,380,√,
VIC,MALLEE TRACK HEALTH,MALLEE TRACK HEALTH,,,MH,individual,True,381,√,
VIC,MALLEE TRACK HEALTH,MALLEE TRACK HEALTH,,,HH,individual,True,382,√,
VIC,MALLEE TRACK HEALTH,MALLEE TRACK HEALTH,,,Fire,individual,True,383,√,
VIC,MALLEE TRACK HEALTH,MALLEE TRACK HEALTH,,,IPC,individual,True,384,√,
VIC,MALLEE TRACK HEALTH,MALLEE TRACK HEALTH,,,OVA,individual,True,385,√,
VIC,MALLEE TRACK HEALTH,MALLEE TRACK HEALTH,,,MM,individual,True,386,√,
VIC,MARYBOROUGH DISTRICT HEALTH SERVICE,MARYBOROUGH DISTRICT HEALTH SERVICE,,,Overseas Stat Dec,individual,True,393,√,
VIC,MARYBOROUGH DISTRICT HEALTH SERVICE,MARYBOROUGH DISTRICT HEALTH SERVICE,,,Health and Capacity Form,individual,True,394,√,
VIC,MARYBOROUGH DISTRICT HEALTH SERVICE,MARYBOROUGH DISTRICT HEALTH SERVICE,,,CRC,individual,True,395,√,
VIC,MARYBOROUGH DISTRICT HEALTH SERVICE,MARYBOROUGH DISTRICT HEALTH SERVICE,,,Immunisation Certification,individual,True,396,√,
VIC,MARYBOROUGH DISTRICT HEALTH SERVICE,MARYBOROUGH DISTRICT HEALTH SERVICE,,,Photo ID,individual,True,397,√,
VIC,MARYBOROUGH DISTRICT HEALTH SERVICE,MARYBOROUGH DISTRICT HEALTH SERVICE,,,NDIS Receipt,individual,True,398,√,
VIC,MARYBOROUGH DISTRICT HEALTH SERVICE,MARYBOROUGH DISTRICT HEALTH SERVICE,,,3 x COVID Doses,individual,True,399,√,
VIC,MARYBOROUGH DISTRICT HEALTH SERVICE,MARYBOROUGH DISTRICT HEALTH SERVICE,,,VIC WWCC Application Number - must finalise within 5 days of arrival to VIC (instructions saved in VIC > 01 Working with Children Check),individual,True,400,√,
VIC,MARYBOROUGH DISTRICT HEALTH SERVICE,MARYBOROUGH DISTRICT HEALTH SERVICE,,,BLS,individual,True,402,√,
VIC,MARYBOROUGH DISTRICT HEALTH SERVICE,MARYBOROUGH DISTRICT HEALTH SERVICE,,,MH,individual,True,403,√,
VIC,MARYBOROUGH DISTRICT HEALTH SERVICE,MARYBOROUGH DISTRICT HEALTH SERVICE,,,HH,individual,True,404,√,
VIC,MARYBOROUGH DISTRICT HEALTH SERVICE,MARYBOROUGH DISTRICT HEALTH SERVICE,,,Fire,individual,True,405,√,
